######E_MEXICO######
#vassalize_dorados;Vassalize the Dorados;;;;;;;;;;;;;x
#vassalize_dorados_desc;With the Mexican Empire revived, the Dorados would willingly serve a sufficiently wealthy and pious Emperor - granted their ancient rights be respected...;;;;;;;;;;;;;x

restore_mexican_empire;Restore the Mexican Empire to Glory;;;;;;;;;;;;;x
restore_mexican_empire_desc;If key regions of the Empire and their the caudillos be brought to heel, the world must then truly recognize the Mexican Empire as a dominant force and the rightful continuation of the old, antidiluvian empire.;;;;;;;;;;;;;x

make_cdmx_capital;Make Mexico City the Capital;;;;;;;;;;;;;x
make_cdmx_capital_desc;Mexico City, the "Place in the Navel of the Moon", is the crown jewel of La República and its ancient namesake. If you so wish, you may restore it as the capital of the Mexican Empire.;;;;;;;;;x
cdmx_capital;Mexico City once more becomes the seat of imperial power.;Rome est une fois de plus la capitale du pouvoir impérial.;Rom wird einmal mehr der Sitz der kaiserlichen Macht.;;Roma vuelve a ser la sede del poder imperial.;;;;;;;;;x
EVTOPTA_mxpilgrimage_91;I shall enter the spring so that El Señor de Chalma may also protect me!;;;;;;;;;x

EVTDESC_mxpilgrimage_10;My things are packed, everything is in order. I am ready to walk the bumpy and treacherous roads of Old Veracruz.;;;;;;;;;x
EVTNAME_mxpilgrimage_101;Catemaco;;;;;;;;;x
EVTDESC_mxpilgrimage_101;You have finally arrived at Catemaco, the realm of La Santa Muerte and sorcery of all kinds. It is a small town on the shore of the lake of the same name and not too far from the coast of the Gulf of Mexico. The roads of Old Veracruz test you with steep mountain passes, deep jungles, and mosquito infested regions, but later rewards you with beautiful scenery of waterways, farmland, the coast and beautiful and tranquil towns, just as how La Santa Muerte can be both beautiful and horrid.\nLegends and myths about Catemaco pale in comparison to the reality, in every street and plaza of the town there is a small multitude waiting to pay a witch for their services, be it a Limpia, an Amarre, or just a simple divination.\nThe town is filled to the brim with the spirit of La Santa Muerte and your mind dwells on the inevitable day in which you will finally meet her in person, just as all other mortals.;;;;;;;;;x
EVTOPTA_mxpilgrimage_101;I will not leave until I find an available witch to attend me!;;;;;;;;;x

EVTDESC_mxpilgrimage_20;My things are packed, everything is in order. As the sick and weary of old, I will make my way to the north.;;;;;;;;;x
EVTNAME_mxpilgrimage_201;Espinazo;;;;;;;;;x
EVTDESC_mxpilgrimage_201;In the middle of nowhere, between the cities of Saltillo, Piedras Negras, and massive Monterrey, lies the barely inhabited town of Espinazo, birthplace of Fidencismo and final resting place of El Niño Fidencio. The tiny settlement’s population is always at least quintupled every time a large pilgrim group arrives and most of the locals work tending to the needs of the faithful.\nThe town became notorious when Niño Fidencio started to do his miracle works in town, curing illnesses and performing painless surgeries with just fire-treated broken bottles, famously curing one ruler of Old Mexico from his ailments.\nIn the main street lies the church dedicated in his honor and where his bones rest. You enter and see a Cajita being possessed by the spirit of El Niño Fidencio and bathing people in muddy water.;;;;;;;;;x
EVTOPTA_mxpilgrimage_201;Good thing I brought a towel and a change of clothes!;;;;;;;;;x

EVTDESC_mxpilgrimage_30;My things are packed, everything is in order. I will stem the cold tide and visit Ichtus’ natural wonder.;;;;;;;;;x
EVTNAME_mxpilgrimage_301;Cabo San Lucas;;;;;;;;;x
EVTDESC_mxpilgrimage_301;The southernmost tip of the Baja California peninsula has always received countless visitors to its hot shores but chilly water. Being the point where the Sea of Cortés meets the Pacific Ocean, the ever-constant waves, no doubt with the interference of Icthus himself, have shaped the rocks off the coast creating a beautiful arch, El Arco de Cabo San Lucas.\nBut as Icthus’ wishes his children to become strong and know and rule the waves, the arch, and the minuscule beach underneath it, is always below water except for when the low tide arrives. At the shore one can hire a small boat to ferry you across, but you see some pilgrims save the coin and just make the treacherous swim.\nYou took the middle rout, and rented a small rowboat to get to the arch, and when you step out of it the first thing you see is a tiny seashell and a tiny pearl gleaming in the sands of El Arco de Cabo San Lucas.;;;;;;;;;x
EVTOPTA_mxpilgrimage_301;This is truly Icthus’ work, I shall make a necklace out of you two!;;;;;;;;;x

#####LATINATE EVENTS#####

EVTTITLE_latinate_1;The Pontifex Maximus;;;;;;;;;;;;;x
EVTDESC_latinate_1;The history of Eastern Christianity has entered a new chapter. [Root.GetTitledName] has declared themselves Pontfex Maximus, asserting that [Root.GetSheHe] has been divinely selected to lead the Christian away from heresy. [Root.GetHerHisCap] claim has been eagerly accepted by all followers of the Latinate.;;;;;;;;;;;;;x
EVTOPT_ceticreformlatinate;Latin is the language of God!;;;;;;;;;;;;;x
#####FLAGELLANT EVENTS#####

EVTDESC_flagellation_1;Mortification of the Flesh is an act undertaken in order to repent for sins or as a way to share and imitate the Passion of Christ. While the tradition long predates the event, it was only after it that it took the more extreme form practiced by contemporary Penitentes, as instruments of mortification were made bloodier. Penitente Rulers are expected to practice mortification regularly..;;;;;;;;;;;;;x
EVTOPTA_flagellation_1;I will walk barefoot and wear the Cilice.;;;;;;;;;;;;;x
TXT_EVTOPTA_flagellation_1;This is the most common and riskless form of Penance.;;;;;;;;;;;;;x
EVTOPTB_flagellation_1;I will publically whip myself using the discipline.;;;;;;;;;;;;;x
TXT_EVTOPTB_flagellation_1;Self-flagellation is seen as very pious, however it also carries more risk than simply wearing the Cilice.;;;;;;;;;;;;;x
EVTOPTC_flagellation_1;I will imitate His Passion and ask to be put in a Cross.;;;;;;;;;;;;;x
TXT_EVTOPTC_flagellation_1;This is the most extraordinary form of mortification of the flesh, however it also carries higher risk compared to all others.;;;;;;;;;;;;;x

EVTDESC_flagellation_2;You spent a long time wearing the Cilice in public, as an act repent and Reparation. It was a painful but rewarding experience.;;;;;;;;;;;;;x
EVTOPTA_flagellation_2;Pecador Contempla.;;;;;;;;;;;;;x
EVTDESC_flagellation_3;Although the original Cilice used in the pre-event world was only meant to cause some discomfort, the ones worn by contemporary Penitentes are meant to cause actual pain and often occasionate bleeding. As you spent a long time wearing the cilice you ended up developing an infection from the wounds it caused. May God take this as an act of repent and Reparation.;;;;;;;;;;;;;x
EVTOPTA_flagellation_3;Pecador Contempla.;;;;;;;;;;;;;x
EVTDESC_flagellation_4;In addition to the chain Cilice, you also had to wear a sackcloth and walk barefoot. While walking through somewhat rough terrain, you ended up wounding your feet, and it later developed into a swollen ankle.;;;;;;;;;;;;;x
EVTOPTA_flagellation_4;Pecador Contempla.;;;;;;;;;;;;;x

EVTDESC_flagellation_5;You practiced mortification through the use of the Penance, a small whip containing seven cords, each representing one of the seven deadly sins as an act repent and Reparation. It was a painful but rewarding experience.;;;;;;;;;;;;;x
EVTDESC_flagellation_6;You practiced mortification through the use of the Penance, a small whip containing seven cords, each representing one of the seven deadly sins. The constant self-flagellation opened a wound, and occasionated an infection. May God take this as an act of repent and Reparation.;;;;;;;;;;;;;x
EVTDESC_flagellation_7;You practiced mortification through the use of the Penance, a small whip containing seven cords, each representing one of the seven deadly sins. The constant self-flagellation ended leaving you badly bruised. May God take this as an act of repent and Reparation.;;;;;;;;;;;;;x

EVTDESC_flagellation_8;You asked to be publically crucified for a few minutes, a form of mortification considered by the Penitentes to be both the most pious and risky. Although it was painful, you did not sustain any serious injuries and it left you with new insight over the Passion of Christ.;;;;;;;;;;;;;x
EVTDESC_flagellation_9;You asked to be publically crucified for a few minutes, a form of mortification considered by the Penitentes to be both the most pious and risky. It was a very painful experience as it left you severely injured, but it also gave you new insight over the Passion of Christ.;;;;;;;;;;;;;x
EVTOPTA_flagellation_9;He underwent all that pain, only to give us a second chance...;;;;;;;;;;;;;x
EVTDESC_flagellation_10;You asked to be publically crucified for a few minutes, a form of mortification considered by the Penitentes to be both the most pious and risky. It was a very painful experience as staying in such a position lead to you breaking your ribs, but it also gave you new insight over the Passion of Christ.;;;;;;;;;;;;;x
EVTDESC_flagellation_13;You asked to be publically crucified for a few minutes, a form of mortification considered by the Penitentes to be both the most pious and risky. During the re-enactment, you started suffering from severe bleeding. At first everyone thought it to be part of the play only to later realise the bleeding was real and rushing you to a doctor. However it was already too late at that point...;;;;;;;;;;;;;x
EVTOPTA_flagellation_13;Pecador contempla el dia final.;;;;;;;;;;;;;x

EVTDESC_flagellation_15;Your recent mortification of the flesh was a transforming experience for you. Your discipline toughened in response to your physical trauma and you learned to better resist the temptations of the flesh.;;;;;;;;;;;;;x
EVTOPTA_flagellation_15;I am becoming a better Christian;;;;;;;;;;;;;x

EVTDESC_flagellation_21;Penitente rulers are expected to serve as an example to their people and regularly practice Mortification of the Flesh as penance for both his sins and the sins of his people. You however have went too long without performing mortification, which has earned you the disaproval of the clergy.;;;;;;;;;;;;;x
EVTOPTA_flagellation_21;I should have seen this coming.;;;;;;;;;;;;;x

big_brother_sad;Your lack of faith §Rdisturbs§! the Hermano Mayor.;;;;;;;;;;;;;x

######Justo Armas Event Chain######

justo.1.name;The Prelate Has Had a Vision!;;;;;;;;;;;;;x
justo.1.desc;The Prelado of Cristo Rey has announced to the world that he has been blessed with a sacred vision from Our Lady of Guadalupe, igniting within him a profound purpose to embark on a quest of the utmost importance, to which he has solemnly sworn his lifelong dedication. He has scrupulously documented instructions for his most trusted subordinates within the Prelature should he die and leave his mission unfinished. Even now, hundreds of envoys have set out on journeys across the continent in search of something, the specifics of which are being kept in absolute secrecy.;;;;;;;;;;;;;x
EVTOPTA_justo1;Whatever the Prelado needs, Dios will show him the way.;;;;;;;;;;;;;x
EVTOPTB_justo1;Has the man succumbed to madness?;;;;;;;;;;;;;x
EVTOPTC_justo1;I have a bad feeling about this...;;;;;;;;;;;;;x
EVTOPTD_justo1;Why do I have the sudden urge to dress as a Charro?;;;;;;;;;;;;;x
EVTOPTE_justo1;As long as they don't bother my realm, the man can do whatever he wants.;;;;;;;;;;;;;x

justo.4.name;The Prelate's Envoy in my Court.;;;;;;;;;;;;;x
justo.4.desc;For the past few days, an envoy of the Prelado of Cristo Rey, Nepomuceno Miramón, has been a guest here in the [Title.GetBaseName]. His behavior has been rather peculiar, as he has been inquiring about my family's history with the courtiers and constantly comparing me to a sketch he carries with him at all times. Finally, he requested an audience with me and questioned the reason behind my use of a language that none of my vassals nor neighbors speak. When I explained that it was an old legacy of the family, he became extremely agitated. In a rushed and stuttering manner, he expressed that it was time for him to return to the Prelado, but reassured me not to worry and promised to come back as soon as he could. With a gesture of respect, he kissed my hand, bowed, and bid me farewell as "Su Alteza Imperial.";;;;;;;;;x
EVTOPT_justo4;What's this about “your imperial highness?”. What empire could he possibly mean?;;;;;;;;;;;;;x

justo.5.name;The Prelate Sails Away!;;;;;;;;;;;;;x
justo.5.desc;Several days ago, the Cristero leader was observed dashing with a small entourage of militant priest-soldiers, commanded by Bishop Nepomuceno Miramón, towards the port of Manzanillo on the Pacific Coast. Upon their arrival, they promptly chartered a medium-sized ship and swiftly set sail towards the south. The Prelado was last seen waving towards the multitude of people on the pier, shouting, "My destination marks the culmination of my divine mission! If I succeed, it will signify that I have faithfully served Dios and Our Lady of Guadalupe. If I fail... let us pray to Dios that I do not!";;;;;;;;;;;;;x
EVTOPTA_justo5;Why such secrecy? We need him here with us as our leader!;;;;;;;;;;;;;x
EVTOPTB_justo5;He left just like that? That is indeed bizarre.;;;;;;;;;;;;;x
EVTOPTC_justo5;What's his motive here? He seems to be up to something suspicious...;;;;;;;;;;;;;x
EVTOPTD_justo5;Is that not the envoy that was at my court a while ago?;;;;;;;;;;;;;x
EVTOPTE_justo5;Has he, in fact, lost his sanity?;;;;;;;;;;;;;x

justo.6.name;An Offer You Can Refuse.;;;;;;;;;;;;;x
justo.6.desc;Nepomuceno Miramón was the first to bow before me, followed by the Prelado. Intrigued by their presence, I inquired about the reason. The Prelado simply responded, "Your Imperial Highness." It was then confirmed: I am of royal lineage, descending from the last Emperor of México prior to the restoration of La República in ancient times, before the Event.\n"The Virgin of Guadalupe has compelled me to seek you out," declared the Prelado. "you must reclaim your rightful throne and restore México to its sacred oaths." He continued, "All we ask is that, after recovering your birthright, you reinstate the Prelature of Cristo Rey as the final arbiter in the matters of the one true faith. I will lend my support through the militant wing of my order and rally independent Cristero lords to pledge their loyalty to you. Miramón will remain here, assisting you in organizing for the impending invasion, which is planned to commence in approximately two years. So, will you heed the call of Dios and Our Lady of Guadalupe and assist us in our holy mission?";;;;;;;;;;;;;x
EVTOPTA_justo6;¡Por Dios, que sí! ¡Viva México!;;;;;;;;;;;;;x
EVTOPTA_justo6_TT;You shall abandon your realm and embark on an adventure to the §GMexican Empire§!;;;;;;;;;;;;;x
EVTOPTB_justo6;I am honored, but I will decline this offer.;;;;;;;;;;;;;x
EVTOPTB_justo6_TT;The Prelate and Miramón will be §Rdisappointed§! with you.;;;;;;;;;;;;;x
EVTOPTC_justo6;I should just arrest these madmen!.;;;;;;;;;;;;;x
EVTOPTC_justo6_TT;You will arrest both the Prelate and Miramón and turn them in to the Benemérito.;;;;;;;;;;;;;x

justo.7.name;The Failure of a Prelate.;;;;;;;;;;;;;x
justo.7.desc;Today, Prelado [the_prelate.GetFirstName] and Commander-Bishop Nepomuceno Miramón have made a solemn announcement. They revealed that, regrettably, their divine mission to defend Mexico from what they perceive as heresy has ended in failure, primarily due to the perceived treachery of a foreign figure known as Justo Armas. As a result, they have decided to step down from their esteemed positions.\nThe newly appointed leader of the Cristeros, Prelado [d_cristo_rey.Holder.GetFirstName], has tasked them with a new mission: a journey to Brazil. Their objective is to establish an ecumenical dialogue with the great southern empire and implore its emperor to renounce any heretical beliefs.\nThe faithful Cristeros find themselves bewildered by this turn of events. The nature of the conspiracy has caused many to question their faith in the prelature as an institution. Whispers of heresy have even begun to emerge, further exacerbating the uncertainty among the devoted followers.;;;;;;;;;;;;;x
EVTOPTA_justo7;The Prelado is certainly fallible, this confirms it.;;;;;;;;;;;;;x
EVTOPTA_justo7_TT;Cristo Rey get §R-15 Moral Authority§! for 10 years;;;;;;;;;;;;;x
EVTOPTB_justo7;I guess there was nothing to worry about after all.;;;;;;;;;;;;;x
EVTOPTC_justo7;Did they really call me out as a coward? I was nice to them!;;;;;;;;;;;;;x
EVTOPTD_justo7;So… who is this Justo Armas and why is he a coward?;;;;;;;;;;;;;x

justo.10.name;A Monarchist Conspiracy Foiled!;;;;;;;;;;;;;x
justo.10.desc;I have received crucial information from the foreign individual, [el_justo.GetTitle] Justo Armas, shedding light on a grave matter. It has come to my attention that the Prelado of Cristo Rey and one of his commander-bishops were engaged in a meticulously planned conspiracy. Their objective was to orchestrate an attack on La República by attempting to recruit Justo Armas and rallying independent Cristero lords, with the ultimate goal of dethroning me and restoring Cristero dominion over México. Today, I hold the two imprisoned conspirators in my custody, and it falls upon me to decide their fates. What punishment should be meted out for their audacious attempt to wage war against La República?;;;;;;;;;;;;;x
EVTOPTA_justo10;¡Mátalos en caliente! The Cristeros shall pay for this treachery!;;;;;;;;;;;;;x
EVTOPTA_justo10_TT;Will start a §Rwar§! over El Bajío;;;;;;;;;;;;;x
EVTOPTB_justo10;I can ransom the religious leader, but the soldier shall die.;;;;;;;;;;;;;x
EVTOPTC_justo10;Más vale mal conocido que bueno por conocer, release them.;;;;;;;;;;;;;x

justo.11.name;The Eagle's Vengeance;;;;;;;;;;;;;x
justo.11.desc;The Benemérito of México, has announced that the Prelado of Cristo Rey and his accomplice, Nepomuceno Miramón, were both found guilty of conspiring to make war on La República by attempting to recruit a foreigner by the name of Justo Armas and install him as Emperor. After the sentencing, both men were fusilladed with crossbows. The Benemérito also claims that the neighboring Cristero realms in El Bajío were implicated in this conspiracy and therefore will pay in time.\nMeanwhile, the Cristeros condemned the executions, claiming their deaths as martyrdom. The outrage generated by the Benemérito's actions has increased the fervor of the Cristeros and eclipsed the failure of the Prelature in their sacred mission. The conflict between Sagrado Corazón and Cristo Rey for the soul of Mexico is just beginning.;;;;;;;;;;;;;x
EVTOPTA_justo11;We shall never submit! ¡Viva Cristo Rey!;;;;;;;;;;;;;x
EVTOPTA_justo11_TT;Cristo Rey gets §G+10 Moral Authority§! for 30 years;;;;;;;;;;;;;x
EVTOPTB_justo11;Damn those Cristeros, they bring nothing but chaos!;;;;;;;;;;;;;x
EVTOPTC_justo11;Ni perdón, ni olvido. Down with the traitors!;;;;;;;;;;;;;x
EVTOPTD_justo11;We should prepare for the incoming onslaught.;;;;;;;;;;;;;x
EVTOPTE_justo11;That isn’t my fault, how could I have known it would end like this?;;;;;;;;;;;;;x
EVTOPTF_justo11;Wait, they still fusillade people over there? How barbaric!;;;;;;;;;;;;;x

justo.12.name;Justicia Mexicana;;;;;;;;;;;;;x
justo.12.desc;The ruler of Mexico, Benemérito [e_mexico.Holder.GetBestName], has made a grave announcement, revealing the guilt of the Prelado of the Prelature of Cristo Rey and his commander-bishop Nepomuceno Miramón in a conspiracy to wage war against La República. Their plot involved recruiting a foreign individual named Justo Armas, with the intention of installing him as Emperor. Following their sentencing, Miramón faced immediate execution by fusillade of crossbow bolts, his naked body hung and displayed in Iztapalapa, while the Prelado was imprisoned and held on ransom.\nThe Cristeros, deeply outraged by the humiliation endured by their prelature and the failure in their divine mission, have witnessed the Prelado [the_prelate.GetFirstName] stepping down from his position. He has chosen exile, engaging in missionary work in Brazil. Now, the new Prelado, [d_cristo_rey.Holder.GetFirstName], faces the daunting task of healing a community that has been deeply wounded, where whispers of heresy grow louder and bolder by the day.;;;;;;;;;;;;;x
EVTOPTC_justo12;It is time to focus on more pressing matters.;;;;;;;;;;;;;x
EVTOPTD_justo12;Surely everything will work out in the end, right?;;;;;;;;;;;;;x
EVTOPTE_justo12;Wait, they still fusillade people over there? How barbaric!;;;;;;;;;;;;;x

justo.13.name;Mercy for the Humiliated;;;;;;;;;;;;;x
justo.13.desc;The Benemérito of Mexico has made a surprising announcement, declaring that both the Prelado and his commander-bishop, Nepomuceno Miramón, have been granted pardons for the alleged crime of waging war against La República. The justification behind this decision lies in the fact that the testimonial evidence provided by a treacherous foreign noble named Justo Armas, who implicated them, is deemed untrustworthy due to his reputation as a coward.\nHaving regained their freedom, the Prelado and the Commander-bishop lamented the unfortunate news that their divine mission entrusted to the Prelature by Dios and the Virgen de Guadalupe has met failure, primarily due to the cowardice of Justo Armas. Consequently, they have chosen to step down from their esteemed positions. The new Prelado of the Cristeros has assigned them to engage in missionary work in Brazil, while he endeavors to mitigate the repercussions of this humiliating ordeal on the Prelature of Cristo Rey.;;;;;;;;;;;;;x
EVTOPTD_justo13;Great! Now no one will ever trust me again!;;;;;;;;;;;;;x
EVTOPTE_justo13;Boo! Where’s the violence?;;;;;;;;;;;;;x

justo.31.name;The Pope’s Man;;;;;;;;;;;;;x
justo.31.desc;A mysterious man sought an audience with me concerning the imminent invasion of Mexico. The meeting took place in a secluded location, far from the presence of my courtiers, with only Miramón and myself accompanying the exiled nobleman from Lousiane, Henri Ledonnant.\nHe had been dispatched by the Pope in St. Louis to offer support for my expedition. Nepomuceno Miramón questioned their motives, and Ledonnant explained that St. Louis had been aware of my lineage for centuries, and now they desired to see the rightful Emperor ascend the Mexican throne. His sole request was for me to secure a coastal county in the Gulf of Mexico during the invasion, enabling his troops to safely land.\nI sought Miramón's counsel, as he harbored reservations toward envoys from the heretic Gringo Pope, but ultimately left the decision in my hands.;;;;;;;;;;;;;x
EVTOPTA_justo31;We welcome you and your men into our cause.;;;;;;;;;;;;;x
EVTOPTA_justo31_TT;Henri Ledonnant becomes the ruler of a mercenary band called §GCatholic Friends of Mexico§!;;;;;;;;;;;;;x
EVTOPTB_justo31;I neither want, nor need, the help of some distant heretical “Pope”.;;;;;;;;;;;;;x

justo.32.name_A;Echoes of an Old Name;;;;;;;;;;;;;x
justo.32.name_B;Whispers of an Old Name;;;;;;;;;;;;;x
justo.32.desc_A;After a two-month absence, the Prelado has returned to his entourage with great jubilation, proclaiming the success of his divine mission and emphasizing the need for preparedness as the appointed time approaches. Interestingly, in St. Louis, the Pope himself has been observed in a joyous state, even hosting a lavish banquet for an exiled noble named Henri Ledonnant, who has been recruiting adventurers for a mysterious purpose since his return from foreign lands.\nAmidst the veil of secrecy and uncertainty, one consistent rumor has emerged—the significance of September 2670. While the exact meaning remains elusive, everyone is now making plans in anticipation of whatever event unfolds on that momentous date.;;;;;;;;;;;;;x
justo.32.desc_B;:After a two-month voyage, the Prelado has returned with his entourage, exuding immense joy and declaring the successful completion of his divine mission according to plan. He emphasized the need to now prepare for the forthcoming time.\n Interestingly, in St. Louis, the Pope's mood was strikingly different, as he publicly chastised an exiled Creole noble named Henri Ledonnant, attributing his actions to a failure and a substantial loss for Catholicism. The exact meaning behind the Pope's words remains uncertain, but the magnitude of his reaction suggests its significance for the leader of the Catholic faithful.\n Amidst the prevailing secrecy and confusion, only one rumor persists with consistency—September 2670. Despite the elusive understanding of its importance, everyone has commenced making preparations for whatever events may unfold when that time arrives.;;;;;;;;;;;;;x
EVTOPTA_justo32;We should prepare, in any moment the Prelado may ask for our assistance.;;;;;;;;;;;;;x
EVTOPTB_justo32;We should prepare for Cristero aggression.;;;;;;;;;;;;;x
EVTOPTC_justo32;Summon my commanders, it is time to prepare for our defense.;;;;;;;;;;;;;x
EVTOPTD_justo32;I will be ready to seize my rightful throne!;;;;;;;;;;;;;x
EVTOPTE_justo32;We should prepare, in any moment the Pope may ask for a donation.;;;;;;;;;;;;;x
EVTOPTF_justo32;Whatever it is, it seems we will not be a part of it. Maybe for the best.;;;;;;;;;;;;x
EVTOPTG_justo32;Are the Cristeros and Catholics working together? That cannot be good.;;;;;;;;;;;;;x
EVTOPTH_justo32;We do live indeed in some interesting times.;;;;;;;;;;;;;x

justo.34.name;The Prelate Asks for your Support;;;;;;;;;;;;;x
justo.34.desc;I have received a letter from Prelado [the_prelate.GetFirstName], in which he humbly seeks my assistance in fulfilling the most holy mission that the Prelature of Cristo Rey have promised to the Virgin of Guadalupe. He expresses that the specific details of this mission cannot be revealed at this moment, as the timing is crucial, but assures me that Dios will graciously reward me in this life or the next for my support. Prelado [the_prelate.GetFirstName] welcomes donations in the form of coin, soldiers, or heartfelt oaths of fealty.;;;;;;;;;;;;;x
EVTOPTA_justo34;I shall donate to the Prelate’s coffers.;;;;;;;;;;;;;x
EVTOPT_justo34_TT;The [Root.RelHead.GetTitle] shall §Glift your excommunication§! by virtue of your aid.;;;;;;;;;;;;;x
EVTOPTB_justo34;I shall send a company of volunteers to serve the Prelature.;;;;;;;;;;;;;x
EVTOPTB_justo34_TT;We shall send some troops to aid the §Y[Root.RelHead.GetTitle]§!;;;;;;;;;;;;;x
EVTOPTC_justo34;I shall send a small army led by my best commander.;;;;;;;;;;;;;x
EVTOPTD_justo34;I swear I will be forever loyal to… whatever the Prelate says I must be loyal to.;;;;;;;;;;;;;x
EVTOPTD_justo34_TT;You shall join Justo Armas as an ally in the war when the invasion starts and if he wins you shall be vassalized by him;;;;;;;;;;;;;x
EVTOPTE_justo34;Maybe later, I have more urgent things to do than to help the Prelate in his mission…;;;;;;;;;;;;;x
EVTOPTE_justo34_TT;You will have the possibility of helping the Prelate later.;;;;;;;;;;;;;x

justo.35.name;The Need for More Dorados;;;;;;;;;;;;;x
justo.35.desc;It has become evident that La República is facing the threat of attacks from both known traitors and as yet undiscovered foes. Although our armies may be substantial enough to overcome any potential adversaries, it would be prudent to reinforce our ranks by recruiting additional men. I have instructed my advisors and El Congreso to present me with options for fortifying our defense.;;;;;;;;;;;;;x
EVTOPT_justo35;Now, what do we need the most?;;;;;;;;;;;;;x
EVTOPT_justo35_TT;New decisions to §Gaid in the defense§! will be available to you;;;;;;;;;;;;;x

justo.36.name;Catholic Friends of Mexico Ask for a Donation;;;;;;;;;;;;;x
justo.36.desc;I have granted Henri Ledonnant an audience at my court, where he beseeches, on behalf of Pope [Root.RelHead.GetFirstName], my aid in a remarkably audacious expedition aimed at spreading the faith. He assures me that assisting in this endeavor will earn me great favor with Our Lord, though he cryptically refrains from disclosing the precise destination of his divine mission. However, the name of his company gives me a clue.\nHenri Ledonnant welcomes contributions in the form of monetary donations or the provision of soldiers.;;;;;;;;;;;;;x
EVTOPTA_justo36;I shall donate to their coffers.;;;;;;;;;;;;;x
EVTOPTB_justo36;I shall send a company of volunteers to serve the faith.;;;;;;;;;;;;;x
EVTOPTC_justo36;I shall send a small army led by my best commander.;;;;;;;;;;;;;x
EVTOPTD_justo36;Maybe later, I have more urgent things to do...;;;;;;;;;;;;;x
EVTOPTD_justo36_TT;You will have the possibility of helping the Friends of Mexico later.;;;;;;;;;;;;;x

justo.40.name;Justo Armas!;;;;;;;;;;;;;x
justo.40.desc_A;After years of covert planning, Justo Armas has launched his expedition to wage war on Mexico, with the aim of reclaiming the throne as the descendant of the last true Emperor of Mexico.\nThe leader of the Prelature of Cristo Rey has rallied behind Justo Armas' call to arms, declaring that his prelature was entrusted with the mission of winning back the soul of Mexico by La Virgen de Guadalupe long ago. Additionally, the Pope in St. Louis has provided his support by authorizing the expedition of the Catholic Friends of Mexico to those ancient lands.\nUndoubtedly, the impending war will be marked by bloodshed and formidable challenges for Justo Armas and his courageous commanders, Nepomuceno Miramón and Henri Ledonnant. However, the prize of the Mexican throne is unquestionably worth the risk they are undertaking.;;;;;;;;;;;;;x
justo.40.desc_B;After years of covert planning, Justo Armas has launched his expedition to wage war on Mexico, with the aim of reclaiming the throne as the descendant of the last true Emperor of Mexico.\nThe leader of the Prelature of Cristo Rey has rallied behind Justo Armas' call to arms, declaring that his prelature was entrusted with the mission of winning back the soul of Mexico by La Virgen de Guadalupe long ago.\nUndoubtedly, the impending war will be marked by bloodshed and formidable challenges for Justo Armas and his courageous commanders, Nepomuceno Miramón and Henri Ledonnant. However, the prize of the Mexican throne is unquestionably worth the risk they are undertaking.;;;;;;;;;;;;;x
EVTOPTA_justo40;¡Viva Cristo Rey!;;;;;;;;;;;;;x
EVTOPTB_justo40;¡Justo Armas y su banda serán hechos justos por las armas!;;;;;;;;;;;;;x
EVTOPTC_justo40;I am no longer the owner of my life, it belongs to the people of Mexico!;;;;;;;;;;;;;x
EVTOPTC_justo40_TT;§RYOU MUST SIEGE DOWN A COASTAL PROVINCE IN ORDER TO RECEIVE THE AID OF THE FRIENDS OF MEXICO§!;;;;;;;;;;;;;x
EVTOPTD_justo40;Deus Vult!;;;;;;;;;;;;;x
EVTOPTE_justo40;How can this be? Are the history books wrong?;;;;;;;;;;;;;x

justo.42.name;Death of a Commander-Bishop;;;;;;;;;;;;;x
justo.42.desc;Justo Armas, the foreign pretender fighting to seize to the Mexican Throne, has suffered a significant setback. Benemérito [e_mexico.Holder.GetFirstName] has announced that the Commander-Bishop Nepomuceno Miramón is now dead, thus depriving Justo Armas and his Cristero allies of one of their most trusted commanders in the war.;;;;;;;;;;;;;x
EVTOPTA_justo42;He died a martyr as he died fighting for his faith!;;;;;;;;;;;;;x
EVTOPTB_justo42;Good riddance.;;;;;;;;;;;;;x
EVTOPTC_justo42;So long my friend, you will be sorely missed.;;;;;;;;;;;;;x
EVTOPTD_justo42;Surely this will turn the tide of the war.;;;;;;;;;;;;;x

justo.43.name;Death of a Prelate;;;;;;;;;;;;;x
justo.43.desc;Justo Armas, the foreign pretender vying for the Mexican Throne, has encountered a significant setback. Benemérito [e_mexico.Holder.GetBaseName] has made the announcement of the demise of the Prelate of Cristo Rey, [d_cristo_rey.Holder.GetBestName], thereby depriving Justo Armas of one of his most influential allies and causing a leadership vacuum within the Prelature of Cristo Rey.;;;;;;;;;;;;;x

justo.45.name;Death of a Benemérito;;;;;;;;;;;;;x
justo.45.desc;La República has suffered a significant setback in its defense against the foreign pretender, Justo Armas. El Congreso has officially confirmed the death of Benemérito [dead_benemerito.GetFirstName]. This loss of leadership will undoubtedly hinder the Mexican armies in these critical times of war, until the new ruler settles into the Silla Presidencial.;;;;;;;;;;;;;x
EVTOPTA_justo45;Good riddance.;;;;;;;;;;;;;x
EVTOPTB_justo45;No time to mourn, we have a war to win.;;;;;;;;;;;;;x
