###ÄNSI###
bureaucracy_duke_female_angeleno;Perfectés;;;;;;;;;;;;;x	#Perfecta
bureaucracy_duchy_of_angeleno;Perfectur de;;;;;;;;;;;;;x	#Perfectúra de
bureaucracy_duchy_angeleno;Perfectur;;;;;;;;;;;;;x		#Perfectúra
bureaucracy_king_angeleno;Góbernor;;;;;;;;;;;;;x		#Gobérnador
bureaucracy_king_female_angeleno;Góbernes;;;;;;;;;;;;;x		#Gobernadrís
bureaucracy_kingdom_of_angeleno;Gobérn of;;;;;;;;;;;;;x	#Gobérno de	#Gobernadúra
bureaucracy_kingdom_angeleno;Gobérn;;;;;;;;;;;;;x		#Gobérno	#Gobernadúra
bureaucracy_emperor_angeleno;Ímperor Celestiál;;;;;;;;;;;;;x	#Imperadór Celeste
bureaucracy_emperor_female_angeleno;Ímpres Celestiál;;;;;;;;;;;;;x #Imperadrís Celeste
bureaucracy_empire_of_angeleno;Ímper Celestiál of;;;;;;;;;;;;;x "#Impéro Celeste de
bureaucracy_empire_angeleno;Ímper Celestiál;;;;;;;;;;;;;x	#Impéro Celeste

#################Angeleno Feudal######
baron_angeleno;Bós;;;;;;;;;;;;;x						#Chíf
baron_female_angeleno;Guérlbos;;;;;;;;;;;;;x
barony_of_angeleno;Clica de;;;;;;;;;;;;;x
barony_angeleno;Clica;;;;;;;;;;;;;x			
count_angeleno;Cáunt;;;;;;;;;;;;;x			#Cónte 		#Cáunte
count_female_angeleno;Cauntésa;;;;;;;;;;;;;x		#Contésa	#Cáuntes
county_of_angeleno;Cáunti de;;;;;;;;;;;;;x				#Contado de
county_angeleno;Cáunti;;;;;;;;;;;;;x					#Contado
duke_angeleno;Dúk;;;;;;;;;;;;;x				#Dúke
duke_female_angeleno;Dukésa;;;;;;;;;;;;;x		#Dúkes 
duchy_of_angeleno;Dóchi of;;;;;;;;;;;;;x		#Dukado de
duchy_angeleno;Dóchi;;;;;;;;;;;;;x			#Dukado
king_angeleno;Ray;;;;;;;;;;;;;x
king_female_angeleno;Cuína;;;;;;;;;;;;;x		#Rayna
kingdom_of_angeleno;Ráyno of;;;;;;;;;;;;;x
kingdom_angeleno;Ráyno;;;;;;;;;;;;;x			
emperor_angeleno;Ímperor;;;;;;;;;;;;;x			#Imperadór
emperor_female_angeleno;Ímpres;;;;;;;;;;;;;x		#Imperadrís
empire_angeleno;Impér;;;;;;;;;;;;;x			#Impéro		#Imperadúra
empire_of_angeleno;Impér of;;;;;;;;;;;;;x		#Impéro de	#Imperadúra de

#############Angeleno City#######
city_baron;Mayor;;;;;;;;;;;;;x
city_baron_female;Mayor;;;;;;;;;;;;;x
city_count;Alcalde Mayor;;;;;;;;;;;;;x
city_count_female;Alcaldesa Mayor;;;;;;;;;;;;;x
city_duke;Lord Proprietario;;;;;;;;;;;;;x
city_duke_female;Lady Proprietaria;;;;;;;;;;;;;x
city_duchy_of;República de;;;;;;;;;;;;;x
city_king;Lord Director;;;;;;;;;;;;;x
city_king_female;Lady Directora;;;;;;;;;;;;;x
city_kingdom_of;Estado of;;;;;;;;;;;;;x
city_kingdom;Estado;;;;;;;;;;;;;x
city_emperor;Lord Ejecutivo;;;;;;;;;;;;;x
city_emperor_female;Lady Ejecutiva;;;;;;;;;;;;;x
city_empire_of;Estados Unidos of;;;;;;;;;;;;;x
city_empire;Estados Unidos;;;;;;;;;;;;;x


##################Meseteño Cetic######
bureaucracy_baron_meseteno;Magistrado;;;;;;;;;;;;;x
bureaucracy_baron_female_meseteno;Magistrada;;;;;;;;;;;;;x
bureaucracy_barony_of_meseteno;Jurisdicción de;;;;;;;;;;;;;x
bureaucracy_barony_meseteno;Jurisdicción;;;;;;;;;;;;;x
bureaucracy_count_meseteno;Subprefecto;;;;;;;;;;;;;x
bureaucracy_count_female_meseteno;Subprefecta;;;;;;;;;;;;;x
bureaucracy_county_of_meseteno;Subprefectura de;;;;;;;;;;;;;x
bureaucracy_county_meseteno;Subprefectura;;;;;;;;;;;;;x
bureaucracy_duke_meseteno;Prefecto;;;;;;;;;;;;;x
bureaucracy_duke_female_meseteno;Prefecta;;;;;;;;;;;;;x
bureaucracy_duchy_of_meseteno;Prefectura de;;;;;;;;;;;;;x
bureaucracy_duchy_meseteno;Prefectura;;;;;;;;;;;;;x
bureaucracy_king_meseteno;Gobernador;;;;;;;;;;;;;x
bureaucracy_king_female_meseteno;Gobernadora;;;;;;;;;;;;;x
bureaucracy_kingdom_of_meseteno;Gobernación de;;;;;;;;;;;;;x
bureaucracy_kingdom_meseteno;Gobernación;;;;;;;;;;;;;x
bureaucracy_emperor_meseteno;Emperador Celestial;;;;;;;;;;;;;x
bureaucracy_emperor_female_meseteno;Emperatriz Celestial;;;;;;;;;;;;;x
bureaucracy_empire_of_meseteno;Imperio Celestial de;;;;;;;;;;;;;x
bureaucracy_empire_meseteno;Imperio Celestial;;;;;;;;;;;;;x

################Meseteño Feudal######
baron_meseteno;Terrateniente;;;;;;;;;;;;;x
baron_female_meseteno;Terratenienta;;;;;;;;;;;;;x
barony_of_meseteno;Villa de;;;;;;;;;;;;;x
barony_meseteno;Villa;;;;;;;;;;;;;x
count_meseteno;Señor;;;;;;;;;;;;;x
count_female_meseteno;Señora;;;;;;;;;;;;;x
county_of_meseteno;Cantón de;;;;;;;;;;;;;x
county_meseteno;Cantón;;;;;;;;;;;;;x
duke_meseteno;Prefecto;;;;;;;;;;;;;x
duke_female_meseteno;Prefecta;;;;;;;;;;;;;x
duchy_of_meseteno;Estado de;;;;;;;;;;;;;x
duchy_meseteno;Estado;;;;;;;;;;;;;x
king_meseteno;Rey;;;;;;;;;;;;;x
king_female_meseteno;Reina;;;;;;;;;;;;;x
kingdom_of_meseteno;Reino de;;;;;;;;;;;;;x
kingdom_meseteno;Reino;;;;;;;;;;;;;x
emperor_meseteno;Emperador;;;;;;;;;;;;;x
emperor_female_meseteno;Emperatriz;;;;;;;;;;;;;x
empire_meseteno;Imperio;;;;;;;;;;;;;x
empire_of_meseteno;Imperio de;;;;;;;;;;;;;x

title_prince_meseteno;Príncipe;;;;;;;;;;;;;x
title_prince_female_meseteno;Princesa;;;;;;;;;;;;;x
bureaucracy_title_prince_meseteno;Infante;;;;;;;;;;;;;x
bureaucracy_title_prince_female_meseteno;Infanta;;;;;;;;;;;;;x


################Los hijos de los reyes###########
title_prince_joaquino;Príncipe;;;;;;;;;;;;;x
title_prince_female_joaquino;Princesa;;;;;;;;;;;;;x
bureaucracy_title_prince_californiano;Príncipe;;;;;;;;;;;;;x
bureaucracy_title_prince_female_californiano;Princesa;;;;;;;;;;;;;x
bureaucracy_title_prince_angeleno;Principio;;;;;;;;;;;;;x
bureaucracy_title_prince_female_angeleno;Principia;;;;;;;;;;;;;x
title_prince_angeleno;Principio;;;;;;;;;;;;;x
title_prince_female_angeleno;Principia;;;;;;;;;;;;;x
bureaucracy_title_prince_pinoy;Prinsipe;;;;;;;;;;;;;x
bureaucracy_title_prince_female_pinoy;Prinsesa;;;;;;;;;;;;;x
title_prince_pinoy;Prinsipe;;;;;;;;;;;;;x
title_prince_female_pinoy;Prinsesa;;;;;;;;;;;;;x
#########
tehrangeleno;Tehrangeleno;;;;;;;;;;;;;x
tehrangeleno_opinion;[tehrangeleno.GetName] Opinion;;;;;;;;;;;;;x

pinoy;Pinoy;;;;;;;;;;;;;x
pinoy_opinion;[pinoy.GetName] Opinion;;;;;;;;;;;;;x
RETTYPE_CUL_PINOY;Bolo Regiment;;;;;;;;;;;;;x

towner;Towner;;;;;;;;;;;;;x
towner_opinion;[towner.GetName] Opinion;;;;;;;;;;;;;x

joshuan;Joshuan;;;;;;;;;;;;;x
joshuan_opinion;[joshuan.GetName] Opinion;;;;;;;;;;;;;x

khoakineren;Khoakineren;;;;;;;;;;;;;x
khoakineren_opinion;[khoakineren.GetName] Opinion;;;;;;;;;;;;;x
RETTYPE_CUL_KHOAKINEREN;Ayrudzi;;;;;;;;;;;;;x


e_joaquino;San Joaquín;;;;;;;;;;;;;x
e_joaquino_adj;Joaquino;Joaquino;Joaquino;;Joaquino;;;;;;;;;x
e_pinoy;Imperyong Kapatiran;;;;;;;;;;;;;x
e_pinoy_adj;Pinoy;;;;;;;;;;;;;x
e_khoakineren;Surb Khoakin;;;;;;;;;;;;;x
e_khoakineren_adj;Khoakineren;;;;;;;;;;;;;x
e_meseteno;El Pueblo Unido;;;;;;;;;;;;;x
e_meseteno_adj;Meseteño;;;;;;;;;;;;;x
e_yucatanense;Capitanía General de Yucatán;;;;;;;;;;;;;x
e_yucatanense_adj;Boxito;;;;;;;;;;;;;x
e_calentano;Las Tierras Calientes;;;;;;;;;;;;;x
e_calentano_adj;Calentano;;;;;;;;;;;;;x
e_huichol;Wixarika Kiekari;;;;;;;;;;;;;x
e_huichol_adj;Huichol;;;;;;;;;;;;;x

custom_former_kingdom_mojave;Kingdom of the Mojave Desert;;;;;;;;;;;;;x
e_joshuan;Inland Empire;;;;;;;;;;;;;x
e_joshuan_adj;Imperial;;;;;;;;;;;;;x
EVTDESC_melting_pot_20;After reascendance of the Princedom of the Mojave, the people of [Root.GetName] began to reincorporate more and more of the traditions of the High Desert into their culture, to a point where they may now be considered true masters of the Mojave Desert. They have begun to refer to themselves as Joshuans once agian.;;;;;;;;;x
EVTOPTA_melting_pot_20;What will they think of next, I wonder?;;;;;;;;;x
EVTOPTB_melting_pot_20;Welcome into the fold, my Joshuan brothers and sisters!;;;;;;;;;x

bullet_crown;Bullet Crown;;;;;;;;;;;;;x
bullet_crown_desc;The fabled crown of Tanner Tannerite, the First Apostle. It is crafted from ammunition welded together and is traditionally worn by all the Apostles of the Dominionate.;;;;;;;;;;;;;x
k_dominionist;the Dominionate;;;;;;;;;;;;;x
k_dominionist_adj;Dominionist;;;;;;;;;;;;;x
APOSTLE;Apostle;;;;;;;;;;;;;x
APOSTLE_FOA;Your Holiness;;;;;;;;;;;;;x
roman_imperial_government;American Imperial;;;;;;;;;;;;;x

#Dominionist
baron_dominionist;Captain;;;;;;;;;;;;;x
barony_of_dominionist;Fort of;;;;;;;;;;;;;x
count_dominionist;Commander;;;;;;;;;;;;;x
county_of_dominionist;District of;;;;;;;;;;;;;x
duke_dominionist;Deacon;;;;;;;;;;;;;x
duchy_of_dominionist;Deaconate of;;;;;;;;;;;;;x
king_dominionist;Elder;;;;;;;;;;;;;x
kingdom_of_dominionist;Eldership of;;;;;;;;;;;;;x
emperor_dominionist;President;;;;;;;;;;;;;x
empire_of_dominionist;Dominion of;;;;;;;;;;;;;x
temple_baron_dominionist;Minister;;;;;;;;;;;;;x
temple_barony_of_dominionist;Church of;;;;;;;;;;;;;x
temple_count_dominionist;Chaplain;;;;;;;;;;;;;x
temple_county_of_dominionist;Chaplainate of;;;;;;;;;;;;;x
temple_duke_dominionist;Deacon;;;;;;;;;;;;;x
temple_duchy_of_dominionist;Deaconate of;;;;;;;;;;;;;x
temple_king_dominionist;Elder;;;;;;;;;;;;;x
temple_kingdom_of_dominionist;Eldership of;;;;;;;;;;;;;x
temple_emperor_dominionist;Apostle;;;;;;;;;;;;;x
temple_empire_of_dominionist;Apostolate;;;;;;;;;;;;;x

#Baron Dynasties
b_hughes;Hughes;Hughes;Hughes;;Hughes;;;;;;;;;x
b_zukor;Zukor;Zukor;Zukor;;Zukor;;;;;;;;;x
b_warner;Warner;Warner;Warner;;Warner;;;;;;;;;x
b_gelecik;Gelecik;Gelecik;Gelecik;;Gelecik;;;;;;;;;x #ASIAN
b_ngoy_LA;Ngoy;Ngoy;Ngoy;;Ngoy;;;;;;;;;x #ASIAN
b_tehrani;Tehrani;Tehrani;Tehrani;;Tehrani;;;;;;;;;x

k_yakima;Yakima;;;;;;;;;;;;;x
PRINCEPS;Princeps;;;;;;;;;;;;;x
PRINCIPISSA;Principissa;;;;;;;;;;;;;x
k_princedom_mojave;Mojave;;;;;;;;;;;;;x
create_princedom_mojave;Reform the Princedom of the Mojave;;;;;;;;;;;;;x
create_princedom_mojave_desc;During Joseph Gonzalez’s war against Socal, he set up his right-hand man Constantius Phillipus as the Sovereign of the Mojave. A sufficiently powerful Christian lord could reclaim the title.;;;;;;;;;;;;;x

CLEAR_BUILDINGS;Reprivatizing this land will result in buildings being destroyed! Those currently living in those lands will not be happy.;;;;;;;;;x
clear_land_for_grazing;Return to Nature;;;;;;;;;x
clear_land_for_grazing_desc;Return the land to its natural state.;;;;;;;;;x
recently_cleared_the_land;Returned to Natural State;;;;;;;;;x
desc_recently_cleared_the_land;The sovereign land has recently been returned to its natural state. The evicted inhabitants are arming themselves, hell-bent on reversing this decision.;;;;;;;;;x
reprivatizing_nobles;Rampaging Rangers;;;;;;;;;x
reprivatizing_nobles_desc;Groups of rangers are returning the land of this county to a state of nature. If this county is conquered by a character who is not from the Range or the Reserve, the rangers will cease their activities.;;;;;;;;;x
recently_cleared_the_land_not_owner;Returned to Nature by Rangers;;;;;;;;;x
reprivatized_land;Preserved Land;;;;;;;;;x
recently_forested_the_land_not_owner_desc;This county has been returned to nature recently by ranger. For as long as this modifier remains, the county cannot be plundered or raided.;;;;;;;;;x
recently_cleared_the_land_not_owner_desc;Preserve Land;;;;;;;;;x
desc_reprivatized_land;Preservation by nobles has left this land in a depopulated state.;;;;;;;;;x

nobles_rites;Newly Consecrated;;;;;;;;;x
throne_of_nobles;Painful Transition;;;;;;;;;x
desc_nobles_rites;The Rangers of this county have newly consecrated it after returning it to nature.;;;;;;;;;x
desc_throne_of_nobles;The transition from settled land to preserve was not easy on the people of this county.;;;;;;;;;x
stop_reprivatization_settlement;Stop Preservation;;;;;;;;;;x
stop_reprivatization_settlement_desc;You can choose to stop the preservation of this Holding.\n\nYou will not be able to resume preservation for one year;;;;;;;;;;x


EVTDESC_onanopenfield_4814;Your nobles have reprivatized [target_location.GetName] and a holding in the county has been completely transformed into farmland.;;;;;;;;;x
EVTOPTA_onanopenfield_4814;We will use fresh manure to fertilize the fields!;;;;;;;;;x
EVTOPTB_onanopenfield_4814;The transition into unsettled farmland has not being comfortable for the peasantry.;;;;;;;;;x
EVTOPTC_onanopenfield_4814;We shall feast and sacrifice whoever is left in the name of [Root.Religion.GetHighGodNameCap]!
EVTDESC_onanopenfield_4814_NON_NOMAD;Your nobles have reprivatized [target_location.GetName] and a holding in the county has been completely transformed into farmland.;;;;;;;;;x

#La Hermandad Schools
embrace_la_hermandad_school;Embrace a School of Thought;;;;;;;;;;;;;x
embrace_la_hermandad_school_desc;Embrace one of La Hermandad's Schools of Thought;;;;;;;;;;;;;x

EVTDESC_LHE_1;La Hermandad is a diverse movement encompassing a wide array of philosophies within the Catholic tradition of labor. Any adherent of La Hermandad of substantial standing within the movement may choose to follow one of these philosophies for themselves.;;;;;;;;;;;;;x
EVTOPTA_LHE_1;I choose to give.;;;;;;;;;;;;;x
EVTOPTB_LHE_1;I will lead.;;;;;;;;;;;;;x
EVTOPTC_LHE_1;I choose to organize.;;;;;;;;;;;;;x
EVTOPTD_LHE_1;I choose to teach.;;;;;;;;;;;;;x

coa_plain_forester;Plain.;;;;;;;;;;;;;x
nick_the_clayfooted;the Clayfooted.;;;;;;;;;;;;;x

EVTDESC_navegante_100;Weathering the great storm of heathens that had once threatened to overrun the peninsula, the resurgent High Priest of the Navegantes, known throughout the faithful for his campaigns of cleansing many heathens in the baptism of the Living Water, emerged from the waves and called for the Navegants to rebuild their priesthood. The Fisher of Men reminded them of the story of Christ calming the storm, and how he too had brought peace through his faith and devotion to Yahvé. Under the guidance of the Fisher of Men, the Navegantes reformed their priesthood and found a new sense of purpose in their daily work. His teachings of patience, bravery, and sharing the gifts of the Sea were highly regarded, and the Navegantes looked to him as an example of true devotion.;;;;;;;;;;;;;x
EVTOPTA_navegante_100;Even the winds and the waves obey him!;;;;;;;;;;;;;x
EVTOPTB_navegante_100;On that day living water will flow out from Jerusalem.;;;;;;;;;;;;;x
EVTOPTC_navegante_100;The seas are not safe.;;;;;;;;;;;;;x

DEATH_BATTLE_OJINAGA;Was slain by $KILLER$ in the great Battle of Ojinaga;;;;;;;;;;;;;x
DEATH_BATTLE_OJINAGA_NO_KILLER;Died in the great Battle of Ojinaga;;;;;;;;;;;;;x

####Landmarks
landmark_monumento_a_la_patria;§Monumento a la Patria§!\n§YMonument to Fatherland§!\\nLocated in the heart of Mérida, the Monument to the Fatherland tells the story of a proud nation in the carving of a single colossal boulder. This imposiong strucutre serves as a perennial reminder that Mérida once was a proud provincial capital of an ancient state..;;;;;;;;;;;;;x
